Id,Truth,Score1,Score5,Predicted1,Predicted2,Predicted3,Predicted4,Predicted5
48381,866,0,1,752,961,866,910,76
5207,8,0,0,468,627,608,126,178
29692,423,0,1,432,385,423,435,422
36137,531,1,1,531,934,907,546,997
28129,990,1,1,990,686,897,678,690
3279,390,1,1,390,387,409,393,413
6581,948,1,1,948,734,806,671,771
1244,116,1,1,116,56,69,210,123
16978,559,1,1,559,946,749,921,668
22524,381,0,0,554,276,260,280,289
9674,494,1,1,494,497,625,478,653
20519,234,0,1,545,537,234,539,554
14945,811,0,1,777,811,788,831,953
15657,140,0,1,200,140,180,32,170
43037,100,1,1,100,138,135,73,909
8966,144,0,1,151,144,117,49,106
12192,941,1,1,941,939,888,750,818
24809,87,1,1,87,56,118,71,106
10455,274,0,1,268,274,266,725,563
46235,735,0,1,743,318,735,739,325
39738,810,0,0,894,901,808,915,958
12468,929,1,1,929,863,978,987,515
44208,869,0,0,109,36,68,93,174
26834,747,0,0,757,969,339,799,943
17390,998,0,1,730,769,972,688,998
27726,995,0,0,593,698,795,991,586
3783,839,0,1,195,476,701,839,722
4046,259,1,1,259,703,803,898,729
31308,526,0,1,699,690,526,989,717
2891,65,1,1,65,12,57,139,9
33335,92,1,1,92,111,37,73,135
18065,366,1,1,366,719,364,367,6
3629,955,0,1,829,955,765,312,884
28579,640,0,1,639,640,465,637,472
1614,661,0,0,523,863,561,870,978
906,805,1,1,805,881,925,338,776
36567,100,1,1,100,464,213,499,324
43467,37,1,1,37,111,185,203,166
15207,346,0,0,799,538,375,718,541
39692,4,0,0,202,136,61,210,216
9224,84,1,1,84,132,189,197,204
38980,883,0,0,732,874,712,819,772
22174,73,0,1,415,20,135,73,216
20149,105,1,1,105,98,124,151,141
27376,604,0,1,606,604,605,600,631
47977,64,0,0,45,170,143,176,17
46665,966,1,1,966,899,805,909,786
10005,771,1,1,771,613,707,754,813
44658,677,0,1,685,677,690,686,333
12038,842,1,1,842,939,928,766,762
39368,564,1,1,564,554,545,957,555
31758,800,0,1,763,800,524,337,963
49590,840,1,1,840,824,762,873,311
18435,656,0,0,730,470,626,624,623
33765,346,1,1,346,979,345,581,751
32877,779,0,0,323,963,791,375,921
28083,969,0,0,592,522,535,340,869
4416,570,1,1,570,893,981,654,746
26971,804,1,1,804,712,336,337,593
43488,842,1,1,842,939,818,928,766
46370,492,0,1,475,492,476,483,367
10510,716,1,1,716,769,763,526,835
27663,833,0,0,270,276,261,567,285
4103,886,1,1,886,612,812,656,658
28596,293,0,1,381,293,539,121,253
36588,824,0,1,514,996,859,824,951
18120,555,1,1,555,121,108,714,598
33270,897,0,1,692,897,690,685,691
49085,639,1,1,639,640,545,585,600
36072,143,1,1,143,82,186,176,140
1301,263,1,1,263,554,262,715,555
32898,568,1,1,568,308,677,685,690
47998,956,1,1,956,886,878,746,812
14800,165,1,1,165,108,78,147,218
27399,60,1,1,60,151,110,106,49
9731,427,1,1,427,438,423,429,422
22461,960,1,1,960,312,752,820,505
39387,926,1,1,926,866,940,949,902
8823,291,0,1,254,255,291,374,721
43172,608,1,1,608,630,609,224,624
15712,571,0,0,787,573,506,534,666
47832,459,0,0,774,921,958,961,868
16997,932,1,1,932,232,861,234,519
27233,159,1,1,159,169,103,179,199
8989,670,0,0,772,831,883,761,376
17685,901,1,1,901,958,952,779,788
10140,482,1,1,482,466,485,477,651
46720,1000,0,1,846,1000,916,666,378
33620,725,1,1,725,698,512,348,259
18570,432,1,1,432,403,402,401,407
4553,5,1,1,5,177,114,161,115
32932,525,1,1,525,991,960,819,906
3296,544,1,1,544,858,905,572,867
1751,392,1,1,392,413,415,438,621
6094,401,1,1,401,399,383,414,394
36422,901,1,1,901,808,758,997,894
843,593,0,0,301,512,679,340,752
12487,695,0,1,705,695,694,259,704
15342,747,0,1,476,721,747,750,600
43522,703,1,1,703,704,790,708,769
22031,539,0,0,554,381,555,374,293
9361,522,0,0,850,578,560,513,758
42299,625,0,1,624,628,625,621,640
11301,918,1,1,918,856,538,530,818
47561,450,1,1,450,101,409,157,498
22898,714,1,1,714,689,286,693,232
26072,414,0,1,459,414,458,742,450
29387,188,1,1,188,129,216,178,52
18823,562,0,1,955,562,565,874,827
5712,706,0,1,687,720,706,712,63
49986,908,1,1,908,800,291,936,260
48694,134,1,1,134,180,150,90,139
4800,669,0,1,789,669,548,749,668
37399,944,1,1,944,672,511,877,508
32461,339,1,1,339,690,677,711,295
19731,269,0,1,279,282,269,920,284
37663,708,0,1,711,710,708,706,703
36971,473,0,1,467,464,473,468,488
510,625,0,1,622,625,328,636,639
26588,48,0,0,44,75,199,11,76
23270,192,1,1,192,634,707,384,757
8120,519,1,1,519,375,828,997,585
43871,545,0,1,923,545,639,356,827
14103,428,1,1,428,430,432,435,405
42763,515,0,1,929,987,515,664,578
38596,542,0,1,232,503,590,542,251
26422,16,1,1,16,216,67,74,73
10843,459,0,0,982,443,658,444,445
47131,983,1,1,983,874,991,952,772
11751,43,1,1,43,173,171,123,124
16094,243,0,0,719,780,248,715,363
19361,141,1,1,141,102,172,179,159
32031,908,1,1,908,936,954,841,860
2487,701,1,1,701,685,722,686,690
5342,795,1,1,795,597,995,733,232
18989,31,0,0,124,210,126,15,171
7685,559,1,1,559,278,858,249,544
140,356,0,0,786,134,408,983,41
6997,596,0,1,720,719,596,715,366
37233,438,1,1,438,418,437,394,420
42333,797,1,1,797,757,802,938,825
14553,999,1,1,999,822,754,740,766
22932,294,0,0,285,283,284,272,282
13296,888,1,1,888,879,976,845,921
8570,472,1,1,472,471,465,468,415
23620,41,1,1,41,2,17,222,56
21133,400,1,1,400,188,600,396,476
16240,174,0,1,28,78,199,446,174
40420,501,0,0,483,476,475,195,606
11585,614,1,1,614,613,885,616,617
3941,679,0,1,726,679,702,290,912
35520,352,0,0,581,370,373,562,546
48010,887,1,1,887,247,287,715,22
5196,242,1,1,242,241,221,251,542
2653,981,1,1,981,746,913,740,645
29503,429,1,1,429,420,129,186,654
31830,332,0,1,327,332,324,325,321
394,368,1,1,368,712,362,235,251
7451,672,1,1,672,616,793,662,671
30722,427,1,1,427,429,426,396,436
13042,863,0,1,978,929,891,863,987
45622,960,0,0,820,752,859,336,840
38312,958,0,1,897,712,958,577,335
14787,31,1,1,31,208,97,26,158
15895,300,1,1,300,898,762,305,316
24331,915,0,1,875,915,960,958,894
44930,872,0,0,967,968,505,985,810
40070,958,0,0,306,342,705,356,291
16610,286,0,1,290,685,678,286,693
45788,594,1,1,594,356,804,354,755
21563,9,1,1,9,81,52,120,121
17902,1000,0,1,916,1000,547,259,709
29153,486,1,1,486,481,492,628,485
2203,917,0,1,861,917,846,567,932
48440,1,0,1,203,171,1,28,138
35170,229,1,1,229,514,326,331,913
30688,80,1,1,80,76,55,800,865
30372,775,1,1,775,815,582,327,836
7001,130,0,0,25,204,134,180,132
24761,285,1,1,285,265,273,267,266
21099,307,0,0,705,866,757,918,825
39850,46,1,1,46,89,82,173,84
38742,495,0,1,497,494,495,463,481
45272,536,0,0,247,577,927,721,917
13412,205,0,1,58,205,28,129,201
25873,912,1,1,912,635,919,747,852
20722,526,1,1,526,716,748,989,585
21830,365,1,1,365,649,712,225,368
10394,533,0,0,121,138,521,137,101
41231,726,1,1,726,718,299,679,843
17451,513,0,0,533,452,850,570,698
49601,546,1,1,546,591,984,594,531
5895,262,0,1,257,256,262,286,266
34331,840,1,1,840,570,800,382,799
28312,527,1,1,527,580,583,584,534
3042,55,0,0,148,63,174,68,205
4787,671,0,1,526,763,671,445,258
48913,604,1,1,604,606,605,600,607
6240,65,1,1,65,190,57,155,196
1585,633,1,1,633,582,635,951,986
31133,79,0,1,115,79,114,86,128
15196,585,0,0,541,355,599,730,634
39503,704,1,1,704,703,663,768,873
44033,349,1,1,349,347,348,533,337
12653,678,1,1,678,933,691,681,686
13941,906,1,1,906,302,313,869,884
25520,152,0,1,49,152,800,172,151
17001,695,1,1,695,699,590,835,923
41661,864,0,0,32,90,200,51,139
44199,890,0,0,578,546,519,907,934
40973,572,0,0,779,953,777,798,831
20372,576,1,1,576,535,988,536,778
3412,323,1,1,323,103,981,652,320
28742,172,0,1,151,49,141,106,172
35873,998,0,1,721,839,923,998,7
34761,298,1,1,298,898,722,706,297
49251,516,0,0,114,340,132,86,79
31099,614,1,1,614,620,615,224,636
29850,911,0,1,848,911,899,817,805
31563,512,0,0,534,556,762,573,987
7902,794,0,0,905,752,527,927,539
6610,131,1,1,131,59,4,88,27
25170,66,1,1,66,105,77,172,295
20688,95,1,1,95,909,51,63,68
12203,211,0,0,15,156,33,133,149
44463,206,1,1,206,85,30,201,407
39153,252,1,1,252,288,273,709,770
4338,698,1,1,698,798,516,814,592
6305,459,1,1,459,464,763,614,493
31076,856,1,1,856,525,828,380,668
12716,802,1,1,802,848,705,911,307
44176,63,1,1,63,211,216,51,148
39446,910,1,1,910,781,979,865,949
25465,274,1,1,274,268,273,266,725
11839,725,1,1,725,268,347,266,273
13804,105,1,1,105,179,172,149,141
27458,342,1,1,342,356,343,355,353
20667,475,0,0,340,881,341,378,676
17514,358,1,1,358,328,327,630,332
41374,591,1,1,591,848,851,378,817
23948,318,1,1,318,321,327,320,319
21975,889,0,0,704,921,708,885,777
15529,122,0,0,33,154,53,152,151
43349,486,1,1,486,481,485,487,479
36249,250,1,1,250,264,249,227,715
34274,638,1,1,638,637,632,612,634
49744,77,0,1,105,141,2,102,77
48856,667,0,0,804,712,454,593,618
3107,271,1,1,271,920,284,266,285
28257,325,1,1,325,338,229,758,581
7847,159,1,1,159,103,179,102,172
31426,240,0,0,715,238,235,243,264
1090,353,1,1,353,354,923,517,356
4768,299,0,0,44,757,702,856,227
6755,793,1,1,793,974,296,591,966
19859,614,1,1,614,613,464,616,619
25035,391,1,1,391,412,392,386,396
27008,411,1,1,411,409,412,414,909
39016,676,0,0,705,509,223,841,343
44526,841,1,1,841,767,994,924,876
12346,108,0,0,147,81,11,78,165
15483,254,1,1,254,292,291,255,294
41724,908,1,1,908,876,338,994,924
17144,323,1,1,323,321,754,229,319
10681,319,1,1,319,968,625,326,229
43719,675,0,0,872,865,983,949,773
15179,923,0,1,843,923,527,856,380
11993,449,1,1,449,447,464,448,458
20237,558,1,1,558,729,705,890,710
40836,36,0,1,47,107,36,152,109
35936,497,1,1,497,494,495,463,614
4292,891,0,1,749,557,843,898,891
28607,391,1,1,391,412,386,403,407
3557,390,1,1,390,438,412,393,394
29915,327,1,1,327,606,332,609,321
36619,557,0,1,708,557,703,711,706
49314,940,1,1,940,549,580,522,526
34624,344,1,1,344,904,852,298,851
7514,163,1,1,163,61,209,47,165
33948,689,0,0,290,683,718,596,682
31975,850,0,0,950,761,955,504,703
5529,456,1,1,456,457,447,943,448
30667,92,1,1,92,37,111,142,175
38257,99,1,1,99,43,116,69,118
45767,375,0,1,531,378,312,375,579
13107,30,0,1,85,30,206,55,76
44875,180,1,1,180,134,36,154,42
26249,766,0,1,673,766,892,771,672
24274,580,1,1,580,349,939,928,883
46848,913,0,1,812,746,913,981,650
21076,489,1,1,489,480,488,484,461
42558,666,0,0,515,197,161,113,132
14338,252,0,1,447,252,927,220,712
40565,156,1,1,156,123,59,160,145
16305,918,1,1,918,506,889,530,759
48155,413,1,1,413,414,417,411,635
35465,645,0,0,638,632,644,631,602
1839,374,1,1,374,276,269,858,521
3804,685,0,1,686,990,678,691,685
37458,313,1,1,313,550,510,869,315
29446,849,0,1,336,876,222,917,849
2716,584,1,1,584,583,860,818,942
1993,864,1,1,864,762,875,927,884
30237,344,0,0,702,852,218,848,297
7144,990,1,1,990,714,700,852,897
681,352,1,1,352,356,344,347,342
5179,934,0,0,809,580,307,928,584
39915,655,1,1,655,648,453,365,886
26619,932,1,1,932,917,861,721,752
24624,171,0,0,69,197,50,95,56
25936,362,1,1,362,368,361,503,359
14292,563,0,1,274,563,268,273,778
13557,50,0,1,152,160,50,131,151
45337,911,0,1,937,911,796,802,848
38607,828,0,1,766,909,828,580,821
11090,184,0,0,45,170,17,46,51
14768,465,1,1,465,471,472,500,464
42108,303,0,0,747,312,889,906,317
16755,674,1,1,674,660,889,580,818
40135,431,1,1,431,396,418,398,420
9859,641,1,1,641,646,642,415,625
17847,269,1,1,269,286,281,250,262
21426,131,1,1,131,4,59,91,27
2346,962,0,1,725,706,515,727,962
29016,195,0,1,13,195,212,215,23
5483,985,1,1,985,507,364,367,782
35035,978,0,0,753,573,567,891,870
48505,608,1,1,608,609,225,619,618
37008,730,1,1,730,611,607,618,585
47920,218,1,1,218,147,216,78,205
9789,91,1,1,91,174,152,210,145
27321,848,1,1,848,911,966,805,770
16885,524,0,0,337,897,512,509,593
17797,219,0,0,540,505,787,665,373
10052,182,0,1,157,182,101,40,48
46632,398,1,1,398,397,426,384,399
33732,524,0,0,575,572,861,222,512
18462,290,1,1,290,679,722,286,257
4441,850,1,1,850,556,561,842,664
3384,279,1,1,279,282,281,265,278
32820,716,1,1,716,803,963,766,972
1643,434,0,1,433,434,407,401,615
6186,510,0,0,766,591,980,997,928
18198,162,1,1,162,460,474,468,194
36530,730,1,1,730,781,711,812,878
951,682,1,1,682,720,596,680,457
12595,573,1,1,573,283,753,284,280
15250,246,1,1,246,861,545,251,834
43430,808,0,1,831,808,894,531,536
22123,910,0,0,748,943,973,986,976
9273,448,1,1,448,239,982,456,447
26863,4,1,1,4,91,145,131,59
46262,314,1,1,314,581,339,228,775
10402,36,0,1,91,109,174,218,36
22089,824,0,1,892,824,377,539,960
27771,751,1,1,751,658,760,967,910
4011,644,1,1,644,625,645,638,646
28484,528,1,1,528,675,522,532,529
18032,165,1,1,165,108,81,133,177
33362,40,1,1,40,182,48,123,23
49197,373,0,0,346,341,509,921,804
33698,464,1,1,464,471,465,473,472
36160,313,0,1,963,709,313,550,703
1213,400,1,1,400,468,473,403,175
14912,89,0,1,173,89,84,27,46
9623,378,0,0,747,889,852,884,765
22573,167,1,1,167,134,14,139,448
8931,628,0,1,625,634,628,624,623
39295,166,1,1,166,163,104,209,61
46798,708,0,1,703,708,803,921,930
43060,720,1,1,720,682,306,712,381
15600,628,0,1,646,628,625,461,455
8198,198,1,1,198,99,43,19,191
26530,647,0,0,633,799,576,967,538
10951,373,0,0,767,994,841,408,924
47023,839,1,1,839,689,917,933,290
11643,648,1,1,648,453,657,365,455
16186,896,0,1,854,896,866,954,800
19273,692,0,1,699,545,692,234,861
32123,518,0,1,532,518,524,522,528
2595,256,0,1,290,256,364,719,283
5250,270,1,1,270,934,267,597,314
7797,324,1,1,324,950,814,756,970
52,498,1,1,498,450,734,331,329
19789,538,0,0,355,790,848,349,356
37321,857,1,1,857,965,978,863,929
6885,876,1,1,876,784,222,773,880
42221,744,1,1,744,707,745,321,652
14441,109,1,1,109,47,93,36,145
13384,592,1,1,592,861,814,591,319
22820,983,0,1,819,983,991,674,955
8462,344,0,1,339,873,352,344,951
23732,970,1,1,970,792,756,318,807
11213,217,1,1,217,476,475,495,456
47473,266,1,1,266,725,281,269,268
23698,386,0,0,963,403,435,429,391
26160,980,0,0,313,531,997,676,377
18931,31,1,1,31,97,152,77,33
29295,196,1,1,196,126,192,145,88
5600,595,0,0,706,687,705,848,685
49894,98,1,1,98,208,60,97,158
48786,360,1,1,360,362,366,476,259
4912,690,1,1,690,733,701,933,686
32573,748,0,1,259,750,748,998,939
19623,547,0,1,612,601,547,571,375
32089,357,1,1,357,332,740,630,330
37771,134,1,1,134,180,144,139,151
36863,657,0,1,658,657,648,455,637
402,241,0,1,242,241,237,240,826
23362,150,1,1,150,2,19,160,171
8032,425,1,1,425,424,429,409,478
43963,13,1,1,13,215,44,23,182
47189,280,1,1,280,283,284,286,269
14011,979,0,1,751,979,226,636,336
42671,939,1,1,939,584,818,583,815
38484,289,0,0,306,250,258,752,723
117,782,0,1,356,782,298,985,977
37264,473,0,1,902,649,473,721,486
48769,921,0,0,769,879,749,716,526
35259,777,1,1,777,788,831,375,379
16539,898,1,1,898,749,704,705,950
40359,409,1,1,409,411,417,414,424
38191,828,0,1,851,828,521,531,524
22965,299,1,1,299,308,919,297,766
20958,652,0,1,248,241,715,570,652
14504,305,0,1,668,667,305,302,556
42364,722,0,1,683,690,689,722,989
23677,453,1,1,453,450,101,452,425
8527,94,1,1,94,116,191,56,2
24448,947,0,1,660,674,859,953,947
10814,917,1,1,917,843,839,567,752
12829,462,1,1,462,460,461,499,472
26475,4,0,1,116,123,161,101,4
11706,192,1,1,192,191,196,125,19
47166,375,0,0,931,959,514,864,850
32066,2,0,1,41,2,113,25,114
28892,71,1,1,71,91,145,109,102
19336,16,0,0,183,35,74,182,212
48293,709,1,1,709,339,336,541,349
5315,403,0,1,402,403,407,85,406
7328,756,1,1,756,792,860,222,954
29780,909,0,1,848,918,911,909,757
28938,103,1,1,103,194,138,440,757
37634,106,1,1,106,49,26,27,116
35609,66,1,1,66,211,207,105,132
48339,321,0,1,325,970,320,321,318
547,420,1,1,420,439,418,403,399
7282,812,0,1,327,812,827,746,486
36926,642,0,0,142,100,166,38,325
43826,776,0,1,778,776,781,784,949
8177,112,1,1,112,64,42,115,154
23227,685,1,1,685,922,678,896,804
12983,154,0,0,115,79,184,86,114
40709,915,1,1,915,967,909,971,966
16169,60,1,1,60,146,110,144,68
13691,961,1,1,961,853,797,837,770
42734,642,1,1,642,639,646,623,638
14154,222,1,1,222,593,509,511,781
16493,617,1,1,617,619,618,616,614
47536,892,0,0,336,831,525,798,697
11356,189,1,1,189,20,170,25,173
24018,764,0,1,863,764,599,374,569
26025,559,0,1,624,559,468,350,809
5745,913,1,1,913,746,925,981,917
7778,411,1,1,411,409,776,815,781
2080,766,0,0,919,800,308,774,835
18874,971,1,1,971,512,533,781,506
19766,563,1,1,563,698,669,593,725
32436,296,1,1,296,297,852,847,909
4857,364,1,1,364,246,367,596,237
1706,493,0,0,651,477,485,491,787
34448,614,1,1,614,467,224,620,615
49178,918,1,1,918,848,911,802,817
814,333,1,1,333,677,690,685,990
2829,698,0,0,813,735,743,332,327
36475,723,1,1,723,724,721,381,922
43575,43,1,1,43,118,69,99,171
15315,378,0,0,852,747,879,814,750
41548,648,0,1,453,365,648,649,614
17328,59,1,1,59,131,4,145,88
39780,489,0,1,922,582,489,698,972
38892,836,1,1,836,998,994,815,855
9336,1,1,1,1,62,67,136,28
22066,139,0,1,474,139,8,174,184
45858,485,0,0,956,428,479,893,463
27264,455,1,1,455,456,476,212,103
25259,755,0,1,348,755,524,505,292
47865,231,1,1,231,887,251,246,250
46777,978,0,1,523,978,890,583,578
10117,962,1,1,962,279,282,545,267
49482,708,1,1,708,703,963,704,707
18527,349,0,1,355,804,347,349,350
33677,907,0,1,379,907,828,934,504
6539,3,0,1,149,3,15,197,205
32965,562,0,0,509,827,546,379,559
28191,366,0,0,68,167,101,912,128
30958,601,1,1,601,873,656,336,981
4504,927,1,1,927,905,752,820,340
49528,925,1,1,925,881,805,509,967
34018,386,1,1,386,387,391,397,406
36025,261,1,1,261,380,756,856,957
6493,315,0,1,694,315,679,904,677
1356,226,0,0,514,925,178,746,815
22436,489,0,1,471,484,465,480,489
9766,746,0,1,981,746,913,460,878
14857,283,0,1,286,290,283,282,257
15745,635,0,0,631,628,415,619,632
43125,318,1,1,318,970,321,325,327
17778,924,0,1,767,924,860,994,1000
41118,26,0,1,152,88,210,26,160
8874,856,0,1,595,856,535,817,373
12080,782,0,1,977,782,759,884,908
10547,686,0,1,685,686,897,933,690
46327,927,1,1,927,752,843,912,702
17282,725,1,1,725,347,266,258,580
26926,186,1,1,186,216,51,202,155
38938,17,1,1,17,51,63,170,45
27634,638,1,1,638,632,637,631,224
25609,376,0,1,231,809,542,375,376
6169,928,0,0,888,930,921,963,786
3691,70,0,1,183,74,210,132,70
4154,664,0,1,661,663,664,753,668
33227,600,0,1,658,600,224,886,602
2983,736,1,1,736,744,738,743,325
18177,906,1,1,906,960,312,889,562
10228,64,1,1,64,112,187,42,184
46448,555,0,0,289,381,554,269,282
12215,741,1,1,741,321,743,739,320
44475,480,1,1,480,474,472,327,464
39145,216,0,1,457,18,216,189,104
25166,689,1,1,689,366,278,264,270
6606,755,1,1,755,902,827,985,872
31575,422,1,1,422,387,423,424,439
5929,818,1,1,818,939,787,847,865
7914,349,1,1,349,347,355,356,346
18618,466,0,0,492,724,467,464,74
33548,188,1,1,188,129,53,9,74
34777,138,0,1,73,111,137,183,138
49247,756,0,0,934,379,907,867,375
29846,930,1,1,930,774,538,574,866
3404,338,1,1,338,792,997,581,575
28754,544,1,1,544,858,665,543,880
37858,79,1,1,79,114,115,86,18
35865,580,1,1,580,348,784,309,310
1439,157,1,1,157,101,164,118,40
40965,307,0,0,972,552,750,766,928
9009,145,0,1,91,88,145,210,71
22359,54,1,1,54,185,73,203,142
20364,934,1,1,934,546,502,219,356
42958,957,0,1,279,289,272,957,282
17017,395,1,1,395,392,389,394,393
41677,130,1,1,130,177,114,180,170
13957,447,1,1,447,448,457,449,456
25536,140,0,1,130,140,170,143,45
15180,966,0,0,292,222,367,380,220
46018,488,1,1,488,178,492,473,464
10678,626,1,1,626,461,460,623,406
39515,117,1,1,117,144,151,49,106
44025,565,1,1,565,415,942,874,839
12645,229,0,0,735,743,328,703,711
31125,335,0,0,557,918,341,869,552
33118,345,0,0,804,600,346,606,593
18248,406,1,1,406,403,407,404,420
6256,185,1,1,185,37,203,92,135
1593,492,1,1,492,475,473,493,491
28304,737,1,1,737,738,736,838,327
3054,650,0,1,655,650,652,877,889
4791,433,1,1,433,386,389,434,428
48905,259,1,1,259,702,950,721,599
1069,69,1,1,69,70,118,173,59
49617,450,1,1,450,498,471,472,496
5883,242,1,1,242,241,537,240,221
34327,595,1,1,595,589,899,872,530
21826,853,0,1,943,805,595,868,853
10382,146,0,1,394,405,146,180,418
41227,239,1,1,239,826,614,225,615
17447,310,1,1,310,569,541,538,562
22709,400,1,1,400,399,384,473,403
9459,451,0,0,365,455,446,658,454
20734,568,1,1,568,708,709,711,703
38754,297,0,0,296,847,939,776,294
45264,925,1,1,925,881,824,906,877
13404,544,1,1,544,675,858,865,949
27858,462,1,1,462,460,461,458,653
25865,519,1,1,519,549,531,867,997
47259,722,1,1,722,723,923,519,234
11439,988,0,0,709,584,586,376,891
24777,552,0,1,228,552,869,550,510
39846,165,1,1,165,147,78,61,9
7017,958,1,1,958,883,952,514,676
32359,387,0,1,386,387,407,403,413
19009,727,1,1,727,567,261,920,752
30364,84,1,1,84,204,187,189,155
48456,347,0,0,539,306,679,293,723
35166,111,0,0,142,54,37,175,73
228,204,0,0,253,149,59,124,211
29145,919,0,1,516,661,753,919,317
2215,693,1,1,693,897,691,680,689
21575,181,1,1,181,200,32,90,192
15929,544,1,1,544,858,665,891,268
17914,840,0,1,758,840,509,513,571
23548,989,0,1,306,227,989,339,679
8618,473,1,1,473,465,471,628,468
40066,364,1,1,364,367,366,363,365
16606,340,1,1,340,799,336,337,800
15883,555,0,1,554,555,289,272,374
24327,449,1,1,449,447,324,448,451
44926,327,1,1,327,970,318,324,325
13054,270,0,1,268,752,725,273,270
45634,131,1,1,131,963,4,145,152
38304,486,1,1,486,491,493,487,456
14791,852,1,1,852,904,299,297,747
11069,597,0,1,538,856,597,356,590
47609,603,0,0,476,619,615,459,614
19459,450,1,1,450,453,982,319,320
32709,369,0,0,957,507,810,538,895
30734,410,1,1,410,151,441,49,878
31826,613,1,1,613,616,614,617,619
382,717,1,1,717,724,701,183,816
7447,330,0,1,358,330,645,644,622
5180,473,1,1,473,475,464,476,85
678,376,0,0,775,478,343,827,481
2645,487,0,1,486,493,487,491,492
29515,530,0,0,296,760,943,750,964
3957,418,1,1,418,654,746,739,981
35536,948,0,1,806,656,948,616,771
48006,306,1,1,306,723,717,922,374
16256,928,1,1,928,939,766,561,580
40436,890,0,0,929,978,987,863,508
11593,211,0,1,63,51,211,202,216
21125,619,0,0,494,614,611,478,615
8248,764,0,0,560,373,561,543,583
23118,410,1,1,410,424,441,446,426
35023,487,0,1,479,487,469,485,481
48513,19,1,1,19,198,150,177,132
2350,813,0,1,900,813,734,830,974
29000,381,0,0,825,957,833,856,938
5495,130,0,0,82,84,173,197,132
17851,423,0,0,258,381,380,64,437
21430,384,1,1,384,171,383,124,174
11086,981,0,1,746,981,917,717,913
16743,772,1,1,772,883,761,831,823
40123,653,0,1,634,653,893,656,611
25920,892,0,0,584,585,587,762,375
14284,213,1,1,213,73,174,137,201
13541,37,0,1,74,37,213,75,175
45321,185,0,0,142,175,83,48,37
38611,863,0,0,889,546,758,952,513
39903,531,1,1,531,379,587,575,775
24632,732,0,1,700,732,933,733,699
7152,631,1,1,631,632,624,653,403
697,992,1,1,992,524,779,783,315
1985,615,1,1,615,613,603,616,953
30221,484,1,1,484,480,489,485,562
29450,173,0,1,187,173,189,46,89
2700,887,1,1,887,252,244,715,709
48143,944,1,1,944,869,510,752,917
35473,91,1,1,91,145,71,88,4
3812,111,0,1,142,111,138,73,37
40573,697,1,1,697,682,681,684,679
16313,907,1,1,907,934,371,997,377
21060,549,1,1,549,519,842,851,928
24798,121,0,0,93,139,77,17,448
44863,308,0,1,800,865,949,580,308
24262,497,0,0,187,157,909,101,915
38241,441,1,1,441,426,424,434,427
45771,645,0,1,327,645,630,326,643
13111,407,0,1,403,407,406,392,428
40089,584,0,1,543,584,372,1000,583
30671,145,1,1,145,91,126,4,88
35189,51,1,1,51,133,98,211,60
7502,877,0,1,909,750,879,877,815
31963,49,0,1,106,49,27,145,88
29903,605,0,1,606,605,604,607,600
49302,265,0,0,279,272,289,263,554
34632,706,0,1,687,244,706,703,695
35920,881,1,1,881,836,902,998,845
4284,636,1,1,636,631,632,639,224
28611,589,0,0,586,546,774,891,544
3541,175,1,1,175,37,38,137,8
11985,99,1,1,99,69,116,43,198
20221,981,0,1,327,981,746,328,878
40820,494,1,1,494,497,495,478,501
41732,310,1,1,310,259,306,599,309
17152,281,0,1,765,281,884,290,266
10697,118,1,1,118,10,168,148,69
39000,279,1,1,279,280,282,269,962
44530,682,0,1,611,633,682,469,490
12350,356,0,0,354,353,348,347,223
15495,708,0,0,684,737,357,838,722
25023,428,1,1,428,416,392,412,386
1086,569,1,1,569,936,924,923,954
6743,912,1,1,912,919,514,721,366
7851,708,0,1,706,710,708,930,300
31430,808,0,1,928,508,835,808,552
48840,450,1,1,450,420,622,452,101
3111,671,1,1,671,672,662,951,670
28241,643,1,1,643,481,485,494,497
34262,298,1,1,298,297,888,759,765
49752,550,1,1,550,863,552,543,858
17502,675,1,1,675,514,819,674,892
41362,850,0,1,787,850,659,561,375
21963,177,1,1,177,130,150,114,198
20671,897,1,1,897,990,766,677,524
25189,350,0,1,934,350,907,504,531
25473,584,1,1,584,583,917,580,546
13812,201,1,1,201,55,8,174,58
12700,966,0,1,845,966,889,787,911
44160,222,0,1,807,876,222,954,860
39450,716,1,1,716,584,763,917,749
41698,835,0,0,921,774,749,889,879
31060,490,0,1,451,490,14,217,476
34798,558,1,1,558,302,711,710,708
6313,640,0,1,639,640,638,606,604
14007,398,1,1,398,387,135,409,73
42667,657,1,1,657,656,658,730,650
38492,553,1,1,553,803,879,791,774
41948,904,1,1,904,310,919,571,259
23374,758,1,1,758,580,934,997,883
8024,443,1,1,443,442,446,445,193
21349,380,0,0,920,264,276,957,340
43975,410,1,1,410,848,594,591,974
29779,969,0,1,855,871,969,998,828
2429,350,0,0,132,189,3,169,75
36875,305,1,1,305,317,303,753,906
34848,67,0,0,165,61,135,209,163
414,390,1,1,390,427,409,397,438
37767,46,1,1,46,189,187,184,535
30558,159,0,1,103,159,141,179,102
48790,981,1,1,981,746,913,812,380
4904,650,0,1,453,655,365,446,650
6939,737,1,1,737,739,480,471,465
32565,754,1,1,754,734,741,993,830
19635,121,1,1,121,186,81,61,34
18927,720,1,1,720,360,359,363,719
